4,3,
155,1,
52,1,2,
29,1,2,3,
17,1,2,3,4,
15,1,2,4,
8,1,2,4,3,
63,1,3,
27,1,3,2,
11,1,3,2,4,
74,1,3,4,
22,1,3,4,2,
4,1,4,
2,1,4,2,
4,1,4,2,3,
7,1,4,3,
8,1,4,3,2,
9,2,
18,2,1,
5,2,1,3,
8,2,1,3,4,
1,2,1,4,
1,2,1,4,3,
4,2,3,
5,2,3,1,
2,2,3,1,4,
4,2,3,4,
3,2,3,4,1,
2,2,4,
1,2,4,1,
1,2,4,1,3,
5,2,4,3,
24,3,
36,3,1,
6,3,1,2,
4,3,1,2,4,
17,3,1,4,
2,3,1,4,2,
1,3,2,
3,3,2,1,
2,3,2,1,4,
1,3,2,4,
1,3,2,4,1,
48,3,4,
31,3,4,1,
11,3,4,1,2,
8,3,4,2,
7,3,4,2,1,
5,4,
2,4,1,
2,4,1,2,3,
1,4,1,3,
1,4,2,
1,4,2,1,3,
12,4,3,
5,4,3,1,
3,4,3,1,2,
1,4,3,2,
"Candidate 1","Catherine Macdonald","Independent (Ind)",
"Candidate 2","D J Macrae","Labour (Lab)",
"Candidate 3","Philip Robert Mclean","Scottish National Party (SNP)",
"Candidate 4","David Cameron Wilson","Scottish National Party (SNP)",
"Na Hearadh Agus Ceann A Deas Nan Loch",
